business_id,score,date,description,type
33055,98,20100525,,followup
34371,96,20100525,,followup
64818,100,20100526,,routine
85861,95,20100526,,routine
72441,100,20100526,,routine
34817,96,20100526,,routine
64047,95,20100526,,routine
32727,98,20100527,,routine
33648,94,20100527,,routine
78391,97,20100527,,routine
68467,100,20100527,,routine
85043,0,20100527,,followup
60012,94,20100527,,routine
69770,0,20100528,,followup
84135,98,20100528,,routine
85865,94,20100528,,routine
63221,98,20100528,,routine
72739,96,20100528,,routine
81496,97,20100528,,routine
35109,98,20100528,,routine
34573,100,20100528,,routine
81573,94,20100530,,routine
35015,99,20100601,,routine
76384,100,20100601,,routine
33906,95,20100601,,routine
84673,96,20100601,,routine
33276,96,20100601,,routine
48362,93,20100601,,routine
82618,100,20100601,,routine
66464,90,20100601,,routine
33657,93,20100601,,routine
67343,93,20100601,,routine
71980,100,20100601,,routine
33659,99,20100602,,routine
44115,99,20100602,,routine
32765,97,20100602,,routine
62575,98,20100602,,routine
33649,93,20100602,,routine
75206,93,20100602,,routine
84290,93,20100602,,routine
84292,98,20100602,,routine
35064,94,20100602,,routine
34412,93,20100602,,routine
33761,95,20100603,,routine
35056,98,20100603,,routine
71106,98,20100603,,routine
82652,94,20100603,,routine
61951,97,20100603,,routine
73595,96,20100603,,routine
34996,0,20100603,,followup
76252,94,20100604,,routine
76253,91,20100604,,routine
83395,100,20100604,,routine
64358,88,20100604,,routine
59048,98,20100604,,routine
34292,98,20100604,,routine
41766,96,20100604,,routine
65005,100,20100604,,routine
34866,94,20100604,,routine
35059,100,20100604,,routine
76936,97,20100604,,routine
66108,98,20100607,,routine
84376,100,20100607,,routine
84636,95,20100607,,routine
34412,100,20100607,,followup
34135,97,20100607,,routine
66464,100,20100607,,followup
64360,0,20100607,,followup
60449,96,20100608,,routine
33826,93,20100608,,routine
66139,97,20100608,,routine
76940,96,20100608,,routine
34800,95,20100608,,routine
34955,94,20100608,,routine
34715,94,20100608,,routine
63216,97,20100608,,routine
85903,97,20100608,,routine
72225,0,20100608,,followup
51213,98,20100608,,routine
81118,100,20100608,,routine
72218,100,20100609,,routine
45222,94,20100609,,routine
85038,98,20100609,,routine
75562,93,20100609,,routine
34855,99,20100609,,routine
77889,98,20100609,,routine
34320,93,20100610,,routine
70911,95,20100610,,routine
75560,96,20100610,,routine
75568,97,20100610,,routine
83222,97,20100610,,routine
82255,100,20100610,,routine
34210,94,20100611,,routine
38833,91,20100611,,routine
74011,94,20100611,,routine
43368,93,20100611,,routine
73600,100,20100611,,routine
59008,96,20100611,,routine
33742,95,20100611,,routine
54253,98,20100611,,routine
85763,95,20100611,,routine
78489,100,20100614,,routine
39080,84,20100614,,routine
82717,97,20100614,,routine
72496,93,20100614,,routine
49592,100,20100614,,routine
50192,97,20100614,,routine
71011,100,20100614,,routine
70592,0,20100614,,followup
68286,97,20100614,,routine
32877,96,20100614,,routine
34318,99,20100614,,routine
63089,98,20100614,,routine
81497,96,20100614,,routine
32841,98,20100614,,routine
52124,93,20100614,,routine
85426,100,20100614,,routine
60961,98,20100615,,routine
73985,96,20100615,,routine
84460,100,20100615,,routine
33088,97,20100615,,routine
49849,95,20100615,,routine
68100,99,20100615,,routine
49247,96,20100615,,routine
71302,98,20100615,,routine
34366,89,20100615,,routine
82741,84,20100615,,routine
76958,84,20100615,,routine
81557,97,20100615,,routine
73647,93,20100616,,routine
46827,100,20100616,,routine
35070,99,20100616,,routine
34786,93,20100616,,routine
70742,98,20100616,,routine
67336,96,20100616,,routine
71981,99,20100616,,routine
79597,98,20100616,,routine
32852,98,20100617,,routine
34338,95,20100617,,routine
63767,95,20100617,,routine
64360,0,20100617,,followup
39080,97,20100618,,followup
32534,95,20100618,,routine
34996,0,20100621,,followup
34366,100,20100621,,followup
51980,97,20100621,,routine
65211,97,20100621,,routine
82741,97,20100621,,followup
38833,97,20100621,,followup
84757,97,20100621,,routine
81979,98,20100621,,routine
82868,100,20100621,,routine
41769,96,20100621,,routine
76380,98,20100621,,routine
52797,97,20100622,,routine
36491,95,20100622,,routine
34097,97,20100622,,routine
84449,100,20100622,,routine
34301,98,20100622,,routine
56472,91,20100622,,routine
66320,99,20100622,,routine
68661,98,20100622,,routine
76958,100,20100622,,followup
83875,95,20100622,,routine
85391,0,20100622,,followup
80287,0,20100622,,followup
41186,95,20100622,,routine
36820,94,20100623,,routine
77294,96,20100623,,routine
84372,94,20100623,,routine
36391,98,20100623,,routine
69071,99,20100623,,routine
33789,93,20100624,,routine
45074,96,20100624,,routine
65772,97,20100624,,routine
84188,85,20100624,,routine
81207,94,20100624,,routine
83179,90,20100624,,routine
58847,98,20100624,,routine
85907,99,20100624,,routine
33371,96,20100625,,routine
53131,99,20100625,,routine
46121,94,20100625,,routine
55445,98,20100625,,routine
34696,93,20100628,,routine
33257,96,20100628,,routine
85905,100,20100628,,routine
34973,93,20100628,,routine
68550,0,20100628,,followup
60707,100,20100628,,routine
33256,98,20100628,,routine
29790,94,20100628,,routine
35165,96,20100628,,routine
68306,97,20100628,,routine
74259,100,20100629,,routine
74670,95,20100629,,routine
83507,96,20100629,,routine
84188,100,20100629,,followup
82872,0,20100629,,followup
82537,0,20100629,,followup
34729,97,20100629,,routine
76383,98,20100629,,routine
78566,94,20100629,,routine
60210,96,20100629,,routine
36387,99,20100629,,routine
86157,100,20100629,,routine
32587,98,20100629,,routine
35213,95,20100629,,routine
77292,98,20100630,,routine
78597,100,20100630,,routine
77070,98,20100630,,routine
79667,100,20100630,,routine
60382,99,20100630,,routine
34358,95,20100630,,routine
34453,99,20100630,,routine
83179,99,20100630,,followup
43435,93,20100630,,routine
40141,100,20100630,,routine
45260,95,20100630,,routine
34676,97,20100701,,routine
34680,96,20100701,,routine
35063,96,20100701,,routine
35217,99,20100701,,routine
86037,97,20100701,,routine
32358,100,20100701,,routine
84137,94,20100701,,routine
34581,95,20100701,,routine
59265,98,20100701,,routine
61472,100,20100701,,routine
32659,96,20100702,,routine
46828,98,20100702,,routine
55172,98,20100702,,routine
34812,76,20100702,,routine
32659,0,20100702,,followup
85878,99,20100706,,routine
45373,97,20100706,,routine
53649,93,20100706,,routine
81571,100,20100706,,routine
78850,100,20100706,,routine
82901,99,20100706,,routine
50121,98,20100706,,routine
52331,93,20100706,,routine
72900,97,20100706,,routine
79927,94,20100707,,routine
34812,98,20100707,,followup
32536,98,20100707,,routine
32874,97,20100707,,routine
35988,94,20100707,,routine
34681,99,20100707,,routine
63349,100,20100707,,routine
71704,94,20100707,,routine
79712,98,20100707,,routine
70591,99,20100707,,routine
50121,0,20100707,,followup
50068,94,20100707,,routine
84361,93,20100707,,routine
35163,93,20100708,,routine
66615,100,20100708,,routine
41222,98,20100708,,routine
75566,95,20100708,,routine
77293,100,20100708,,routine
33823,95,20100708,,routine
34692,90,20100708,,routine
35086,100,20100708,,routine
78306,100,20100708,,routine
82842,97,20100708,,routine
35163,0,20100708,,followup
34844,93,20100708,,routine
32604,99,20100708,,routine
78692,96,20100708,,routine
34363,100,20100708,,routine
33814,98,20100708,,routine
82543,97,20100709,,routine
65323,100,20100709,,routine
68713,0,20100709,,followup
33655,94,20100709,,routine
34455,96,20100709,,routine
72220,93,20100709,,routine
32611,94,20100712,,routine
86174,100,20100712,,routine
34844,0,20100712,,followup
53960,91,20100712,,routine
86177,97,20100712,,routine
34814,84,20100712,,routine
38244,96,20100712,,routine
72637,97,20100712,,routine
34857,94,20100712,,routine
54796,94,20100712,,routine
63778,100,20100712,,routine
82993,98,20100712,,routine
33927,97,20100712,,routine
63091,93,20100712,,routine
34351,100,20100713,,routine
56766,93,20100713,,routine
83416,98,20100713,,routine
41556,99,20100713,,routine
68545,96,20100713,,routine
71300,95,20100713,,routine
71383,100,20100713,,routine
68285,97,20100713,,routine
43513,99,20100713,,routine
49463,95,20100714,,routine
34792,96,20100714,,routine
34267,99,20100714,,routine
69470,96,20100714,,routine
77295,97,20100714,,routine
77586,99,20100714,,routine
34692,100,20100714,,followup
68545,0,20100714,,followup
49174,93,20100714,,routine
80578,96,20100715,,routine
80581,98,20100715,,routine
69764,96,20100715,,routine
33317,93,20100715,,routine
71713,100,20100715,,routine
82305,98,20100715,,routine
74391,99,20100715,,routine
83344,97,20100715,,routine
33419,99,20100715,,routine
34396,94,20100715,,routine
33644,94,20100715,,routine
83409,79,20100715,,routine
72741,100,20100715,,routine
32578,100,20100715,,routine
32579,98,20100715,,routine
35981,95,20100715,,routine
33630,96,20100715,,routine
83509,96,20100715,,routine
33863,95,20100716,,routine
68063,98,20100716,,routine
71269,99,20100716,,routine
66833,100,20100716,,routine
53960,99,20100716,,followup
74408,92,20100716,,routine
84787,96,20100716,,routine
34846,98,20100717,,routine
85862,95,20100719,,routine
34984,93,20100719,,routine
66690,100,20100719,,routine
33374,96,20100719,,routine
63905,96,20100719,,routine
83409,96,20100719,,followup
34814,96,20100719,,followup
33513,82,20100719,,routine
86179,100,20100720,,routine
82493,94,20100720,,routine
34788,76,20100720,,routine
34789,93,20100720,,routine
82250,96,20100720,,routine
75793,96,20100720,,routine
80099,100,20100720,,routine
66682,97,20100720,,routine
34675,98,20100721,,routine
74408,97,20100721,,followup
69245,100,20100723,,routine
33513,98,20100723,,followup
32579,0,20100726,,followup
34602,95,20100726,,routine
34788,100,20100726,,followup
36693,95,20100726,,routine
34038,93,20100726,,routine
86022,100,20100726,,routine
33966,96,20100726,,routine
79057,100,20100726,,routine
35095,97,20100726,,routine
86228,99,20100727,,routine
35038,97,20100727,,routine
55139,93,20100727,,routine
86218,95,20100727,,routine
34393,94,20100727,,routine
45368,98,20100727,,routine
66126,93,20100727,,routine
67435,98,20100727,,routine
79768,99,20100727,,routine
59457,99,20100727,,routine
56317,94,20100727,,routine
58857,97,20100727,,routine
34009,93,20100728,,routine
35180,95,20100728,,routine
35180,95,20100728,,routine
34802,88,20100728,,routine
50073,98,20100728,,routine
67334,100,20100728,,routine
69483,89,20100728,,routine
79324,95,20100728,,routine
83581,98,20100728,,routine
43625,95,20100729,,routine
78115,98,20100729,,routine
69082,96,20100729,,routine
68546,100,20100729,,routine
70155,93,20100729,,routine
77775,96,20100729,,routine
55889,94,20100729,,routine
73000,0,20100730,,followup
62593,96,20100730,,routine
34648,97,20100730,,routine
59047,96,20100730,,routine
85040,94,20100730,,routine
52892,80,20100730,,routine
44344,97,20100730,,routine
43620,93,20100730,,routine
73000,100,20100730,,routine
84759,93,20100802,,routine
86171,94,20100802,,routine
69483,97,20100802,,followup
79322,95,20100802,,routine
84839,97,20100802,,routine
59263,0,20100802,,followup
59263,0,20100802,,followup
84789,99,20100803,,routine
65168,99,20100803,,routine
81119,95,20100803,,routine
78485,100,20100803,,routine
59504,97,20100805,,routine
70710,85,20100805,,routine
34802,83,20100805,,followup
63316,95,20100805,,routine
64332,99,20100805,,routine
59771,100,20100805,,routine
63523,97,20100805,,routine
68596,97,20100805,,routine
53576,97,20100805,,routine
55956,99,20100806,,routine
60208,84,20100806,,routine
77986,97,20100806,,routine
34193,95,20100806,,routine
84714,95,20100806,,routine
36333,95,20100806,,routine
52892,100,20100806,,followup
70710,99,20100809,,followup
79067,100,20100809,,routine
81490,97,20100809,,routine
33443,97,20100809,,routine
34898,95,20100809,,routine
65555,80,20100809,,routine
86389,98,20100810,,routine
60208,100,20100811,,followup
49416,97,20100811,,routine
61484,99,20100811,,routine
36894,92,20100811,,routine
33665,98,20100811,,routine
34211,96,20100812,,routine
34001,93,20100812,,routine
33441,93,20100812,,routine
51013,95,20100812,,routine
40990,98,20100812,,routine
51482,95,20100812,,routine
64408,95,20100813,,routine
71270,100,20100813,,routine
79235,97,20100813,,routine
75804,100,20100813,,routine
72902,96,20100813,,routine
34802,98,20100813,,followup
56580,97,20100813,,routine
75115,95,20100813,,routine
67341,95,20100816,,routine
45404,99,20100816,,routine
65555,99,20100816,,followup
72904,89,20100817,,routine
86393,94,20100817,,routine
42347,96,20100817,,routine
72891,94,20100817,,routine
84361,0,20100818,,followup
75206,0,20100818,,followup
83391,97,20100818,,routine
34068,94,20100818,,routine
86399,100,20100818,,routine
80288,97,20100818,,routine
32613,96,20100818,,routine
62392,99,20100819,,routine
62392,100,20100819,,routine
35172,97,20100819,,routine
51928,99,20100819,,routine
71031,98,20100819,,routine
63550,96,20100819,,routine
34295,93,20100820,,routine
60962,95,20100820,,routine
34239,99,20100823,,routine
33814,99,20100823,,routine
33297,94,20100824,,routine
81205,100,20100824,,routine
33854,98,20100824,,routine
33920,99,20100824,,routine
62681,100,20100824,,routine
72904,100,20100824,,followup
76934,95,20100825,,routine
34773,93,20100825,,routine
32818,97,20100825,,routine
84451,99,20100825,,routine
68592,100,20100825,,routine
32829,93,20100826,,routine
86398,98,20100826,,routine
68661,0,20100826,,followup
34996,0,20100826,,followup
71030,83,20100827,,routine
86390,96,20100827,,routine
33830,93,20100827,,routine
84361,0,20100830,,followup
36491,0,20100830,,followup
47951,90,20100830,,routine
66736,98,20100830,,routine
64468,93,20100830,,routine
67319,91,20100830,,routine
81109,98,20100830,,routine
74260,97,20100830,,routine
34811,97,20100830,,routine
33411,95,20100830,,routine
84634,100,20100831,,routine
68713,97,20100831,,routine
51467,97,20100831,,routine
65089,95,20100831,,routine
32571,97,20100831,,routine
86553,85,20100831,,routine
34406,94,20100831,,routine
82249,95,20100831,,routine
86393,0,20100831,,followup
34923,97,20100901,,routine
35052,93,20100901,,routine
84844,93,20100901,,routine
71030,100,20100901,,followup
32827,94,20100901,,routine
33398,89,20100901,,routine
75119,99,20100901,,routine
77885,97,20100901,,routine
34827,98,20100901,,routine
69999,0,20100901,,followup
34216,93,20100902,,routine
77846,98,20100902,,routine
71813,94,20100902,,routine
33092,93,20100902,,routine
76228,96,20100902,,routine
64337,94,20100902,,routine
34667,93,20100902,,routine
34884,100,20100902,,routine
79224,98,20100902,,routine
47951,97,20100903,,followup
41292,96,20100903,,routine
42087,98,20100903,,routine
86393,0,20100903,,followup
33115,95,20100903,,routine
86228,0,20100907,,followup
86553,100,20100907,,followup
86553,0,20100907,,followup
34996,0,20100907,,followup
86329,93,20100907,,routine
70433,96,20100907,,routine
56073,96,20100907,,routine
67319,100,20100907,,followup
34175,93,20100907,,routine
49711,95,20100907,,routine
86689,96,20100907,,routine
66693,99,20100907,,routine
63546,100,20100908,,routine
61832,99,20100908,,routine
65215,81,20100908,,routine
86327,95,20100908,,routine
32905,94,20100908,,routine
33646,96,20100908,,routine
52375,97,20100908,,routine
68711,100,20100908,,routine
82484,95,20100908,,routine
33917,93,20100908,,routine
34041,97,20100908,,routine
58881,97,20100908,,routine
80286,0,20100908,,followup
80286,93,20100908,,routine
83147,94,20100908,,routine
64648,98,20100908,,routine
77594,100,20100908,,routine
72216,97,20100908,,routine
33602,97,20100908,,routine
77591,98,20100909,,routine
34216,0,20100909,,followup
79497,97,20100909,,routine
34380,97,20100909,,routine
34624,98,20100909,,routine
34783,93,20100909,,routine
83104,97,20100909,,routine
81883,99,20100909,,routine
46365,96,20100909,,routine
33398,100,20100909,,followup
35085,97,20100909,,routine
66618,94,20100910,,routine
86320,87,20100913,,routine
34632,96,20100913,,routine
86717,94,20100913,,routine
66116,95,20100913,,routine
79666,97,20100913,,routine
86626,96,20100913,,routine
32593,98,20100913,,routine
86617,97,20100913,,routine
67024,100,20100913,,routine
52300,94,20100913,,routine
84843,100,20100913,,routine
83672,97,20100913,,routine
35204,98,20100914,,routine
35215,96,20100914,,routine
34379,97,20100914,,routine
43827,0,20100914,,followup
33726,94,20100914,,routine
64938,98,20100914,,routine
43827,88,20100914,,routine
84792,94,20100914,,routine
35173,93,20100914,,routine
53960,0,20100915,,followup
63869,100,20100915,,routine
63866,99,20100915,,routine
64360,100,20100915,,routine
85633,100,20100915,,routine
63868,100,20100915,,routine
64100,100,20100915,,routine
63865,99,20100915,,routine
64344,100,20100915,,routine
64357,100,20100915,,routine
76252,100,20100915,,routine
35154,94,20100915,,routine
80096,99,20100915,,routine
65215,98,20100915,,followup
64606,100,20100915,,routine
86330,97,20100915,,routine
76253,100,20100915,,routine
64329,100,20100915,,routine
63901,98,20100915,,routine
63867,99,20100915,,routine
64358,100,20100915,,routine
63900,100,20100915,,routine
83395,100,20100915,,routine
32765,90,20100915,,routine
35113,98,20100915,,routine
33545,96,20100915,,routine
34398,98,20100915,,routine
74409,97,20100915,,routine
70722,96,20100916,,routine
69467,93,20100916,,routine
83052,95,20100916,,routine
86623,96,20100916,,routine
34685,100,20100916,,routine
81124,0,20100916,,followup
35088,98,20100917,,routine
35203,93,20100917,,routine
66115,98,20100917,,routine
86320,97,20100917,,followup
84881,100,20100917,,routine
86280,96,20100917,,routine
34977,97,20100917,,routine
71263,95,20100917,,routine
43827,100,20100920,,followup
54170,95,20100920,,routine
86635,87,20100920,,routine
66871,100,20100920,,routine
76230,98,20100920,,routine
41292,0,20100920,,followup
34225,0,20100920,,followup
62284,94,20100921,,routine
63557,100,20100921,,routine
61687,97,20100921,,routine
34092,99,20100921,,routine
35211,94,20100921,,routine
64936,95,20100921,,routine
83187,95,20100921,,routine
78693,97,20100922,,routine
77708,98,20100922,,routine
66448,85,20100922,,routine
34210,0,20100922,,followup
33262,100,20100922,,routine
32765,100,20100922,,followup
33630,0,20100923,,followup
46530,95,20100923,,routine
70164,95,20100923,,routine
46435,99,20100923,,routine
84022,95,20100923,,routine
56535,98,20100923,,routine
66130,96,20100923,,routine
34742,98,20100923,,routine
34763,97,20100923,,routine
63014,97,20100923,,routine
53827,100,20100923,,routine
34326,98,20100923,,routine
34381,98,20100924,,routine
35180,0,20100924,,followup
60986,97,20100924,,routine
60988,100,20100924,,routine
61128,98,20100924,,routine
86628,90,20100924,,routine
86627,93,20100924,,routine
86762,99,20100924,,routine
86677,98,20100924,,routine
60989,99,20100924,,routine
60985,97,20100924,,routine
61009,100,20100924,,routine
61010,99,20100924,,routine
33267,94,20100924,,routine
86684,99,20100924,,routine
86754,97,20100924,,routine
86635,100,20100924,,followup
58859,93,20100925,,routine
78333,98,20100927,,routine
33116,99,20100927,,routine
33612,95,20100927,,routine
86725,96,20100927,,routine
66314,95,20100927,,routine
32564,93,20100927,,routine
34628,94,20100927,,routine
35119,83,20100927,,routine
82863,100,20100927,,routine
81570,99,20100928,,routine
78144,100,20100928,,routine
78144,100,20100928,,routine
72909,97,20100928,,routine
82496,95,20100928,,routine
62389,93,20100928,,routine
64978,94,20100928,,routine
78135,100,20100928,,routine
32870,97,20100929,,routine
52869,96,20100929,,routine
32910,96,20100929,,routine
64728,96,20100929,,routine
85391,93,20100929,,routine
35135,97,20100929,,routine
82496,0,20100929,,followup
86628,100,20100930,,followup
86627,98,20100930,,routine
60984,100,20100930,,routine
60981,99,20100930,,routine
70559,98,20100930,,routine
73996,98,20100930,,routine
60982,98,20100930,,routine
34933,95,20100930,,routine
86674,96,20100930,,routine
77405,94,20100930,,routine
46878,61,20101001,,routine
67437,97,20101001,,routine
86435,96,20101004,,routine
86753,97,20101004,,routine
34996,93,20101004,,routine
34845,91,20101004,,routine
57275,96,20101004,,routine
70592,94,20101004,,routine
34996,0,20101004,,followup
34471,83,20101004,,routine
84423,78,20101005,,routine
34918,93,20101005,,routine
71308,100,20101005,,routine
38607,98,20101005,,routine
64736,95,20101005,,routine
77809,97,20101005,,routine
33201,95,20101005,,routine
81124,94,20101005,,routine
86758,93,20101006,,routine
39967,98,20101006,,routine
46878,96,20101006,,followup
81124,0,20101006,,followup
46878,96,20101006,,followup
76927,100,20101006,,routine
83346,97,20101006,,routine
83510,98,20101007,,routine
33733,99,20101007,,routine
85391,0,20101007,,followup
33913,96,20101007,,routine
53396,95,20101007,,routine
67851,97,20101007,,routine
86634,97,20101007,,routine
71986,94,20101007,,routine
84971,89,20101007,,routine
35171,96,20101007,,routine
86722,97,20101007,,routine
81484,95,20101007,,routine
34882,100,20101007,,routine
34512,98,20101007,,routine
57089,95,20101008,,routine
65773,97,20101008,,routine
86322,99,20101008,,routine
86393,0,20101008,,followup
78298,93,20101008,,routine
33114,93,20101008,,routine
33501,95,20101008,,routine
34996,0,20101010,,followup
34201,96,20101011,,routine
33264,95,20101011,,routine
32140,93,20101011,,routine
34358,86,20101011,,routine
80688,96,20101011,,routine
34845,99,20101011,,followup
77279,98,20101011,,routine
33114,0,20101011,,followup
34636,95,20101011,,routine
34406,0,20101011,,followup
33814,78,20101012,,routine
64230,100,20101012,,routine
86716,100,20101012,,routine
35149,95,20101012,,routine
71714,94,20101012,,routine
73598,96,20101012,,routine
73599,97,20101012,,routine
73644,98,20101012,,routine
35197,93,20101012,,routine
84423,95,20101012,,followup
55705,93,20101012,,routine
56899,88,20101012,,routine
32905,0,20101012,,followup
32905,0,20101012,,followup
34635,93,20101013,,routine
64221,93,20101013,,routine
33245,95,20101013,,routine
67025,97,20101013,,routine
84844,0,20101013,,followup
86906,100,20101014,,routine
66407,99,20101014,,routine
69999,95,20101014,,routine
33518,97,20101015,,routine
34736,97,20101015,,routine
35019,97,20101015,,routine
34305,94,20101015,,routine
37633,97,20101015,,routine
32114,93,20101015,,routine
33814,99,20101018,,followup
32531,97,20101018,,routine
56579,97,20101018,,routine
34471,96,20101018,,followup
64345,95,20101018,,routine
66831,98,20101018,,routine
34732,94,20101018,,routine
34896,96,20101018,,routine
72901,96,20101018,,routine
77996,99,20101018,,routine
34358,99,20101018,,followup
34358,0,20101018,,followup
33605,83,20101019,,routine
81106,76,20101019,,routine
70508,94,20101019,,routine
33070,95,20101019,,routine
34643,94,20101019,,routine
76227,100,20101019,,routine
76935,98,20101019,,routine
33158,78,20101019,,routine
48148,99,20101020,,routine
34732,0,20101020,,followup
54797,97,20101020,,routine
57328,100,20101020,,routine
81204,98,20101020,,routine
82399,96,20101020,,routine
31334,100,20101020,,routine
61244,100,20101020,,routine
43628,88,20101020,,routine
85391,0,20101020,,followup
70508,0,20101020,,followup
33244,98,20101020,,routine
48613,98,20101020,,routine
70643,97,20101021,,routine
34259,97,20101021,,routine
85043,97,20101021,,routine
85098,95,20101021,,routine
40912,88,20101021,,routine
35200,97,20101021,,routine
63298,96,20101021,,routine
83585,96,20101021,,routine
44083,93,20101021,,routine
52126,95,20101021,,routine
75567,97,20101021,,routine
79224,100,20101021,,routine
65058,98,20101022,,routine
65319,95,20101022,,routine
32384,100,20101022,,routine
78567,97,20101022,,routine
85041,94,20101022,,routine
33122,97,20101022,,routine
78560,97,20101022,,routine
61470,95,20101022,,routine
66114,100,20101022,,routine
66407,0,20101022,,followup
33158,98,20101025,,followup
59739,97,20101025,,routine
34779,99,20101025,,routine
71102,96,20101025,,routine
67309,93,20101025,,routine
33605,94,20101025,,followup
81106,100,20101025,,followup
82402,96,20101025,,routine
63553,97,20101025,,routine
66858,100,20101025,,routine
85172,96,20101025,,routine
85263,94,20101025,,routine
33595,93,20101025,,routine
63216,98,20101025,,routine
32905,0,20101025,,followup
70164,0,20101025,,followup
34592,95,20101026,,routine
80287,93,20101026,,routine
72775,100,20101026,,routine
81372,97,20101026,,routine
52942,95,20101026,,routine
66465,85,20101026,,routine
55272,95,20101026,,routine
44802,100,20101026,,routine
69762,100,20101026,,routine
36820,0,20101026,,followup
56897,98,20101026,,routine
34687,93,20101026,,routine
61839,97,20101026,,routine
33228,100,20101027,,routine
72894,79,20101027,,routine
63961,97,20101027,,routine
33239,98,20101027,,routine
34264,100,20101027,,routine
43628,94,20101027,,followup
33589,97,20101027,,routine
77734,95,20101027,,routine
66687,100,20101027,,routine
68656,95,20101027,,routine
79664,99,20101027,,routine
48150,98,20101028,,routine
82865,94,20101028,,routine
35119,95,20101028,,followup
76472,96,20101028,,routine
61091,98,20101028,,routine
34003,91,20101028,,routine
72225,97,20101028,,routine
73396,100,20101028,,routine
57205,93,20101028,,routine
34791,97,20101028,,routine
85485,99,20101029,,routine
33257,0,20101029,,followup
70333,96,20101029,,routine
66613,98,20101029,,routine
74006,93,20101029,,routine
36905,99,20101029,,routine
83753,100,20101029,,routine
33062,93,20101029,,routine
35163,0,20101030,,followup
34335,94,20101101,,routine
58849,98,20101101,,routine
58850,99,20101101,,routine
58851,98,20101101,,routine
58852,98,20101101,,routine
77810,99,20101101,,routine
72894,98,20101101,,followup
49678,96,20101101,,routine
81977,100,20101101,,routine
34875,100,20101101,,routine
44198,90,20101101,,routine
41569,81,20101101,,routine
79560,93,20101101,,routine
